# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
48.197,9503.272,-30.706,0.004,30.715,0.028,982.254,1.602,982.255,0.093,5.982,0.028,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.626e6,0,259.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.887e-4,NaN,NaN,NaN,NaN,6.708,7.843,626.826,336.052,0.5,1.441
48.697,9452.919,-30.684,0.004,30.695,0.031,972.317,1.599,972.319,0.094,6.132,0.031,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.627e6,0,259.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.889e-4,NaN,NaN,NaN,NaN,6.935,7.986,627.981,336.139,0.5,1.441
49.197,9402.599,-30.665,0.004,30.666,0.005,962.247,1.597,962.248,0.095,6.146,0.003,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.627e6,0,259.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.891e-4,NaN,NaN,NaN,NaN,6.226,8.129,629.135,336.225,0.5,1.441
49.697,9352.312,-30.644,0.004,30.654,0.031,952.043,1.594,952.044,0.096,6.295,0.03,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.629e6,0,259.554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.89e-4,NaN,NaN,NaN,NaN,7.087,8.273,630.289,336.312,0.5,1.442
50.197,9302.061,-30.623,0.004,30.632,0.028,941.605,1.592,941.606,0.097,6.432,0.028,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.63e6,0,259.493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.892e-4,NaN,NaN,NaN,NaN,7.161,8.415,631.441,336.399,0.5,1.442
50.697,9251.843,-30.602,0.004,30.612,0.031,930.932,1.589,930.934,0.098,6.58,0.03,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.631e6,0,259.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.895e-4,NaN,NaN,NaN,NaN,7.369,8.558,632.593,336.485,0.5,1.442
51.197,9201.659,-30.583,0.004,30.585,0.014,920.193,1.587,920.194,0.099,6.514,0.014,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.631e6,0,259.304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.898e-4,NaN,NaN,NaN,NaN,6.178,8.701,633.744,336.572,0.5,1.443
51.697,9151.506,-30.563,0.004,30.569,0.025,909.605,1.584,909.607,0.1,6.394,0.024,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.633e6,0,259.438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.893e-4,NaN,NaN,NaN,NaN,5.78,8.844,634.916,336.658,0.5,1.443
52.197,9101.387,-30.541,0.004,30.552,0.032,899.242,1.582,899.243,0.101,6.241,0.031,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.634e6,0,259.549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.886e-4,NaN,NaN,NaN,NaN,5.453,8.986,636.118,336.745,0.5,1.443
52.697,9051.304,-30.521,0.004,30.529,0.028,888.894,1.579,888.895,0.102,6.375,0.027,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.635e6,0,259.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.878e-4,NaN,NaN,NaN,NaN,7.088,9.129,637.318,336.831,0.5,1.443
53.197,9001.253,-30.501,0.004,30.505,0.02,878.357,1.577,878.359,0.103,6.47,0.019,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.636e6,0,259.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.88e-4,NaN,NaN,NaN,NaN,6.977,9.271,638.518,336.917,0.5,1.444
53.697,8951.235,-30.481,0.004,30.481,0.005,867.758,1.574,867.759,0.104,6.453,0.004,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.091,3.636e6,0,259.319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.882e-4,NaN,NaN,NaN,NaN,6.374,9.413,639.716,337.003,0.5,1.444
54.197,8901.25,-30.461,0.004,30.462,0.007,857.195,1.571,857.197,0.105,6.425,0.006,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.638e6,0,259.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.879e-4,NaN,NaN,NaN,NaN,6.288,9.556,640.915,337.09,0.5,1.444
54.697,8851.303,-30.433,0.006,30.47,0.058,846.423,1.569,846.424,0.106,6.71,0.058,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.642e6,0,260.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.875e-4,NaN,NaN,NaN,NaN,8.201,9.698,642.112,337.176,0.5,1.445
55.197,8801.398,-30.412,0.004,30.429,0.04,835.256,1.566,835.257,0.107,6.905,0.04,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.641e6,0,259.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.882e-4,NaN,NaN,NaN,NaN,7.933,9.84,643.308,337.262,0.5,1.445
55.697,8751.524,-30.394,0.004,30.394,0.004,823.929,1.563,823.931,0.109,6.904,2.195e-4,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.64e6,0,259.211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.887e-4,NaN,NaN,NaN,NaN,6.91,9.981,644.503,337.348,0.5,1.446
56.197,8701.681,-30.375,0.004,30.381,0.024,812.509,1.561,812.511,0.11,7.019,0.023,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.642e6,0,259.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.885e-4,NaN,NaN,NaN,NaN,7.625,10.123,645.698,337.434,0.5,1.446
56.697,8651.869,-30.356,0.004,30.358,0.015,801.054,1.558,801.055,0.111,6.948,0.014,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.643e6,0,259.332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.888e-4,NaN,NaN,NaN,NaN,6.593,10.265,646.892,337.519,0.5,1.446
57.197,8602.089,-30.337,0.004,30.337,0.009,789.687,1.555,789.689,0.113,6.91,0.008,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.644e6,0,259.319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.883e-4,NaN,NaN,NaN,NaN,6.721,10.406,648.085,337.605,0.5,1.447
57.697,8552.341,-30.316,0.004,30.32,0.019,778.277,1.552,778.279,0.114,7.001,0.019,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.645e6,0,259.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.879e-4,NaN,NaN,NaN,NaN,7.488,10.548,649.277,337.691,0.5,1.447
58.197,8502.625,-30.297,0.004,30.297,0.004,766.798,1.55,766.8,0.116,6.994,0.002,34,-106.997,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.646e6,0,259.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.88e-4,NaN,NaN,NaN,NaN,6.966,10.689,650.469,337.777,0.5,1.448
58.697,8452.945,-30.273,0.005,30.291,0.04,755.164,1.547,755.165,0.117,7.191,0.04,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.648e6,0,259.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.877e-4,NaN,NaN,NaN,NaN,8.219,10.831,651.66,337.862,0.5,1.448
59.197,8403.301,-30.252,0.004,30.264,0.032,743.24,1.544,743.241,0.119,7.347,0.032,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.09,3.648e6,0,259.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.883e-4,NaN,NaN,NaN,NaN,8.166,10.972,652.849,337.948,0.5,1.448
59.697,8353.689,-30.234,0.004,30.235,0.01,731.226,1.541,731.227,0.121,7.301,0.01,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.648e6,0,259.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.887e-4,NaN,NaN,NaN,NaN,7.071,11.113,654.039,338.033,0.5,1.448
60.197,8304.109,-30.214,0.004,30.22,0.024,719.346,1.538,719.348,0.123,7.183,0.024,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.65e6,0,259.437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.882e-4,NaN,NaN,NaN,NaN,6.588,11.254,655.227,338.119,0.5,1.449
60.697,8254.56,-30.195,0.004,30.196,0.009,707.594,1.535,707.596,0.124,7.145,0.008,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.65e6,0,259.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.875e-4,NaN,NaN,NaN,NaN,6.961,11.395,656.414,338.204,0.5,1.449
61.197,8205.044,-30.175,0.004,30.183,0.029,695.989,1.533,695.991,0.126,7.004,0.029,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.652e6,0,259.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.871e-4,NaN,NaN,NaN,NaN,6.29,11.536,657.601,338.29,0.5,1.449
61.697,8155.561,-30.156,0.004,30.157,0.011,684.543,1.53,684.545,0.128,6.951,0.011,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.652e6,0,259.319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.863e-4,NaN,NaN,NaN,NaN,6.691,11.677,658.787,338.375,0.5,1.45
62.197,8106.108,-30.137,0.004,30.137,0.007,673.116,1.527,673.118,0.13,6.98,0.006,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.653e6,0,259.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.859e-4,NaN,NaN,NaN,NaN,7.14,11.817,659.972,338.46,0.5,1.45
62.697,8056.686,-30.118,0.004,30.12,0.015,661.722,1.524,661.724,0.132,6.911,0.014,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.655e6,0,259.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.858e-4,NaN,NaN,NaN,NaN,6.568,11.958,661.157,338.545,0.5,1.45
63.197,8007.296,-30.099,0.004,30.099,0.004,650.388,1.521,650.39,0.134,6.908,7.634e-4,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.655e6,0,259.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.853e-4,NaN,NaN,NaN,NaN,6.899,12.098,662.341,338.63,0.5,1.451
63.697,7957.938,-30.079,0.004,30.08,0.006,639.039,1.518,639.041,0.136,6.929,0.004,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.656e6,0,259.335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.85e-4,NaN,NaN,NaN,NaN,7.052,12.239,663.524,338.716,0.5,1.451
64.197,7908.611,-30.06,0.004,30.063,0.017,627.604,1.515,627.605,0.138,7.012,0.017,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.658e6,0,259.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.849e-4,NaN,NaN,NaN,NaN,7.45,12.379,664.706,338.801,0.5,1.451
64.697,7859.318,-30.039,0.004,30.045,0.024,616.195,1.512,616.196,0.141,6.898,0.023,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.659e6,0,259.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.85e-4,NaN,NaN,NaN,NaN,6.321,12.519,665.887,338.886,0.5,1.452
65.197,7810.058,-30.019,0.004,30.027,0.029,604.765,1.509,604.767,0.143,7.038,0.029,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.66e6,0,259.521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.843e-4,NaN,NaN,NaN,NaN,7.765,12.659,667.068,338.97,0.5,1.452
65.697,7760.83,-30,0.004,30.003,0.019,593.293,1.507,593.295,0.145,6.949,0.018,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.089,3.66e6,0,259.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.846e-4,NaN,NaN,NaN,NaN,6.505,12.799,668.248,339.055,0.5,1.452
66.197,7711.633,-29.981,0.004,29.982,0.01,581.856,1.504,581.858,0.148,6.996,0.01,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.661e6,0,259.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.84e-4,NaN,NaN,NaN,NaN,7.249,12.939,669.427,339.14,0.5,1.452
66.697,7662.467,-29.962,0.004,29.966,0.021,570.461,1.501,570.463,0.151,6.897,0.02,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.662e6,0,259.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.84e-4,NaN,NaN,NaN,NaN,6.401,13.079,670.605,339.225,0.5,1.453
67.197,7613.334,-29.94,0.004,29.956,0.04,559.306,1.498,559.308,0.153,6.703,0.04,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.664e6,0,259.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.834e-4,NaN,NaN,NaN,NaN,5.725,13.219,671.783,339.31,0.5,1.453
67.697,7564.234,-29.923,0.004,29.924,0.013,548.26,1.495,548.262,0.156,6.765,0.013,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.663e6,0,259.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.823e-4,NaN,NaN,NaN,NaN,7.09,13.359,672.96,339.394,0.5,1.453
68.197,7515.163,-29.905,0.004,29.905,0.004,537.166,1.492,537.168,0.159,6.761,7.457e-4,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.664e6,0,259.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.824e-4,NaN,NaN,NaN,NaN,6.753,13.498,674.155,339.479,0.5,1.454
68.697,7466.124,-29.884,0.004,29.893,0.029,526.191,1.49,526.193,0.162,6.62,0.029,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.666e6,0,259.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.822e-4,NaN,NaN,NaN,NaN,5.914,13.638,675.383,339.563,0.5,1.454
69.197,7417.117,-29.865,0.004,29.871,0.024,515.428,1.487,515.431,0.165,6.502,0.024,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.667e6,0,259.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.814e-4,NaN,NaN,NaN,NaN,5.912,13.777,676.609,339.648,0.5,1.454
69.697,7368.144,-29.843,0.004,29.859,0.04,504.921,1.484,504.924,0.168,6.308,0.039,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.669e6,0,259.694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.807e-4,NaN,NaN,NaN,NaN,5.337,13.916,677.835,339.732,0.5,1.455
70.197,7319.204,-29.825,0.004,29.827,0.017,494.64,1.481,494.642,0.172,6.227,0.017,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.669e6,0,259.329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.797e-4,NaN,NaN,NaN,NaN,5.823,14.056,679.06,339.817,0.5,1.455
70.697,7270.294,-29.806,0.004,29.809,0.016,484.363,1.478,484.365,0.175,6.303,0.016,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.67e6,0,259.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.792e-4,NaN,NaN,NaN,NaN,6.703,14.195,680.284,339.901,0.5,1.455
71.197,7221.415,-29.787,0.004,29.79,0.018,474.092,1.476,474.095,0.178,6.219,0.017,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.671e6,0,259.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.792e-4,NaN,NaN,NaN,NaN,5.802,14.334,681.508,339.985,0.5,1.455
71.697,7172.569,-29.766,0.004,29.777,0.031,463.766,1.473,463.768,0.182,6.371,0.031,34,-106.998,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.673e6,0,259.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.787e-4,NaN,NaN,NaN,NaN,7.153,14.473,682.73,340.069,0.5,1.456
72.197,7123.755,-29.747,0.004,29.754,0.026,453.212,1.47,453.215,0.186,6.496,0.025,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.088,3.673e6,0,259.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.79e-4,NaN,NaN,NaN,NaN,7.136,14.612,683.952,340.153,0.5,1.456
72.697,7074.975,-29.726,0.004,29.739,0.036,442.414,1.468,442.416,0.19,6.67,0.036,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.675e6,0,259.619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.793e-4,NaN,NaN,NaN,NaN,7.562,14.75,685.173,340.238,0.5,1.456
73.197,7026.23,-29.705,0.004,29.72,0.038,431.32,1.465,431.323,0.195,6.855,0.038,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.676e6,0,259.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.797e-4,NaN,NaN,NaN,NaN,7.803,14.889,686.393,340.322,0.5,1.457
73.697,6977.515,-29.688,0.003,29.688,0.004,420.082,1.463,420.085,0.199,6.846,0.002,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.675e6,0,259.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.802e-4,NaN,NaN,NaN,NaN,6.811,15.027,687.612,340.406,0.5,1.457
74.197,6928.831,-29.667,0.004,29.684,0.041,408.687,1.46,408.69,0.205,7.047,0.041,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.678e6,0,259.709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.799e-4,NaN,NaN,NaN,NaN,8.068,15.166,688.831,340.489,0.5,1.457
74.697,6880.179,-29.65,0.003,29.65,0.005,397.144,1.457,397.146,0.21,7.027,0.004,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.677e6,0,259.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.805e-4,NaN,NaN,NaN,NaN,6.937,15.304,690.048,340.573,0.5,1.458
75.197,6831.559,-29.628,0.004,29.645,0.041,385.781,1.454,385.784,0.216,6.826,0.041,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.68e6,0,259.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.802e-4,NaN,NaN,NaN,NaN,5.828,15.443,691.265,340.657,0.5,1.458
75.697,6782.969,-29.612,0.003,29.612,0.009,374.615,1.452,374.618,0.222,6.787,0.008,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.679e6,0,259.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.791e-4,NaN,NaN,NaN,NaN,6.601,15.581,692.481,340.741,0.5,1.458
76.197,6734.409,-29.593,0.004,29.599,0.024,363.577,1.449,363.58,0.228,6.671,0.024,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.681e6,0,259.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.788e-4,NaN,NaN,NaN,NaN,6.097,15.719,693.697,340.825,0.5,1.458
76.697,6685.879,-29.574,0.004,29.581,0.025,352.536,1.446,352.539,0.235,6.79,0.024,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.682e6,0,259.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.781e-4,NaN,NaN,NaN,NaN,7.399,15.857,694.911,340.908,0.5,1.459
77.197,6637.379,-29.557,0.004,29.559,0.015,341.341,1.444,341.344,0.242,6.859,0.014,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.682e6,0,259.319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.783e-4,NaN,NaN,NaN,NaN,7.217,15.995,696.125,340.992,0.5,1.459
77.697,6588.908,-29.539,0.004,29.54,0.012,330.137,1.441,330.14,0.25,6.801,0.012,34,-106.999,0.998,NaN,NaN,NaN,NaN,26.401,3.405,NaN,NaN,NaN,NaN,NaN,0.087,3.683e6,0,259.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.784e-4,NaN,NaN,NaN,NaN,6.52,16.133,697.338,341.075,0.5,1.459
